10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.750000	0.750000	[0.750000]	TW(hoofd,prenom,stan)	0.369343	O	B-NP		
20	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
21	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	O	I-NP		
22	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
23	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	O	I-NP		

text 1373	.
.
[.]
LET()	1.000000	O	O	2	punct
1	3	3	[3]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 138text 1391	Faeces	faeces	[faeces]	N(soort,mv,basis)	0.642320	O	B-NP	0	ROOT
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Faeces	faeces	[faeces]	N(soort,mv,basis)	0.896920	O	B-NP		
3	faeces	faeces	[faeces]	N(soort,mv,basis)	0.907006	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	faeces	faeces	[faeces]	SPEC(vreemd)	1.000000	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	I-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	mv	mv	[mv]	VNW(pers,pron,dial)	0.358287	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.992157	O	B-NP		
14	)	)	[)]	LET()	1.000000	O	O		
15	0.642320	0.642320	[0.642320]	SPEC(symb)	1.000000	O	B-NP		
16	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
17	B-NP	B-NP	[B-NP]	SPEC(deeleigen)	1.000000	B-MISC	I-NP		
18	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
19	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	B-MISC	I-NP		

text 1402	symptom	symptom	[symptom]	N(soort,ev,basis,zijd,stan)	0.932263	O	I-NP	1	mod
1	2	2	[2]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	symptom	symptom	[symptom]	N(soort,ev,basis,zijd,stan)	0.785043	O	I-NP		
3	symptom	symptom	[symptom]	N(soort,ev,basis,zijd,stan)	0.531321	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	symptom	symptom	[symptom]	N(soort,ev,basis,zijd,stan)	0.808925	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	I-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.932263	0.932263	[0.932263]	SPEC(symb)	1.000000	O	B-NP		
20	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
21	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	B-ORG	I-NP		
22	1	1	[1]	TW(hoofd,vrij)	0.698220	O	I-NP		
23	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 1413	.
.
[.]
LET()	1.000000	O	O	2	punct
1	3	3	[3]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 142text 1431	Retrobulbar	retrobulbar	[retrobul][bar]	N(soort,ev,basis,onz,stan)	0.332963	O	B-NP	3	mod
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Retrobulbar	retrobulbar	[retrobul][bar]	N(soort,ev,basis,zijd,stan)	0.588080	O	B-NP		
3	retrobulbar	retrobulbar	[retrobulbar]	SPEC(vreemd)	1.000000	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	retrobul	retrobul	[retrobul]	N(soort,ev,basis,zijd,stan)	0.451797	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	[	[	[[]	LET()	1.000000	O	O		
8	bar	bar	[bar]	N(soort,ev,basis,zijd,stan)	0.666667	O	B-NP		
9	]	]	[]]	LET()	1.000000	O	O		
10	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	B-NP		
11	(	(	[(]	LET()	1.000000	O	O		
12	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
13	,	,	[,]	LET()	1.000000	O	O		
14	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
15	,	,	[,]	LET()	1.000000	O	O		
16	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
17	,	,	[,]	LET()	1.000000	O	O		
18	onz	onz	[onz]	N(soort,ev,basis,zijd,stan)	0.825560	O	B-NP		
19	,	,	[,]	LET()	1.000000	O	O		
20	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
21	)	)	[)]	LET()	1.000000	O	O		
22	0.332963	0.332963	[0.332963]	SPEC(symb)	1.000000	O	B-NP		
23	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
24	B-NP	B-NP	[B-NP]	SPEC(deeleigen)	1.000000	B-MISC	I-NP		
25	3	3	[3]	TW(hoofd,vrij)	0.582751	O	I-NP		
26	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 1442	neurolytic	neurolytic	[neurolytic]	SPEC(vreemd)	1.000000	O	I-NP	3	mod
1	2	2	[2]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	neurolytic	neurolytic	[neurolytic]	ADJ(prenom,basis,zonder)	0.356721	O	I-NP		
3	neurolytic	neurolytic	[neurolytic]	N(soort,ev,basis,zijd,stan)	0.499661	O	B-VP		
4	[	[	[[]	LET()	1.000000	O	O		
5	neurolytic	neurolytic	[neurolytic]	N(soort,ev,basis,zijd,stan)	0.305036	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	SPEC(vreemd)	SPEC(vreemd)	[SPEC(vreemd)]	SPEC(deeleigen)	1.000000	B-PRO	I-NP		
8	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	I-PRO	I-NP		
9	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	I-PRO	I-NP		
10	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	I-PRO	I-NP		
11	3	3	[3]	TW(hoofd,vrij)	0.582751	I-PRO	I-NP		
12	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	I-PRO	I-NP		

text 1453	injection	injection	[injection]	SPEC(vreemd)	1.000000	O	B-VP	0	ROOT
1	3	3	[3]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	injection	injection	[injection]	SPEC(vreemd)	1.000000	O	I-NP		
3	injection	injection	[injection]	SPEC(vreemd)	1.000000	O	B-VP		
4	[	[	[[]	LET()	1.000000	O	O		
5	injection	injection	[injection]	N(soort,ev,basis,zijd,stan)	0.428636	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	SPEC(vreemd)	SPEC(vreemd)	[SPEC(vreemd)]	SPEC(deeleigen)	1.000000	B-PRO	I-NP		
8	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	I-PRO	I-NP		
9	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	I-PRO	I-NP		
10	B-VP	B-VP	[B-VP]	SPEC(deeleigen)	1.000000	I-PRO	I-NP		
11	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
12	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	B-PRO	I-NP		

text 1464	.
.
[.]
LET()	1.000000	O	O	3	punct
1	4	4	[4]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	3	3	[3]	TW(hoofd,vrij)	0.582751	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 147text 1481	Laundry	Laundry	[Laundry]	SPEC(vreemd)	1.000000	B-PER	B-NP	0	ROOT
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Laundry_Laundry	Laundry_Laundry	[Laundry]_[Laundry]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-PER_I-PER	B-NP_I-NP		
3	[	[	[[]	LET()	1.000000	O	O		
4	Laundry	Laundry	[Laundry]	SPEC(deeleigen)	1.000000	B-PER	B-NP		
5	]	]	[]]	LET()	1.000000	O	O		
6	SPEC(vreemd)	SPEC(vreemd)	[SPEC(vreemd)]	SPEC(deeleigen)	1.000000	B-PER	B-NP		
7	1.000000	1.000000	[1.000000]	TW(hoofd,prenom,stan)	0.357196	O	B-NP		
8	B-PER_B-NP	b-per_B-NP	[b-per]_[B-NP]	ADJ(prenom,basis,zonder)_SPEC(deeleigen)	0.339988	B-MISC_I-MISC	I-NP_B-NP		
9	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
10	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	B-MISC	I-NP		

text 1492	/	/	[/]	LET()	1.000000	O	I-NP	1	punct
1	2	2	[2]	SPEC(symb)	1.000000	O	B-NP		
2	/	/	[/]	LET()	1.000000	O	I-NP		
3	/	/	[/]	LET()	1.000000	O	O		
4	[	[	[[]	LET()	1.000000	O	O		
5	/	/	[/]	LET()	1.000000	O	O		
6	]	]	[]]	LET()	1.000000	O	O		
7	LET	LET	[LET]	SPEC(deeleigen)	1.000000	B-LOC	B-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	)	)	[)]	LET()	1.000000	O	O		
10	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
11	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
12	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	B-ORG	I-NP		
13	1	1	[1]	TW(hoofd,vrij)	0.698220	O	I-NP		
14	punct	punct	[punct]	N(soort,ev,basis,zijd,stan)	0.397555	O	I-NP		

text 1503	linen	line	[line][n]	N(soort,mv,basis)	0.415351	O	I-NP	1	mod
1	3	3	[3]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	linen	line	[line][n]	N(soort,mv,basis)	0.648990	O	I-NP		
3	line	line	[line]	SPEC(vreemd)	1.000000	O	B-ADJP		
4	[	[	[[]	LET()	1.000000	O	O		
5	line	line	[line]	SPEC(vreemd)	1.000000	O	B-ADJP		
6	]	]	[]]	LET()	1.000000	O	O		
7	[	[	[[]	LET()	1.000000	O	O		
8	n	n	[n]	BW()	0.800000	O	B-NP		
9	]	]	[]]	LET()	1.000000	O	O		
10	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	B-NP		
11	(	(	[(]	LET()	1.000000	O	O		
12	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
13	,	,	[,]	LET()	1.000000	O	O		
14	mv	mv	[mv]	VNW(pers,pron,dial)	0.358287	O	B-NP		
15	,	,	[,]	LET()	1.000000	O	O		
16	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.992157	O	B-NP		
17	)	)	[)]	LET()	1.000000	O	O		
18	0.415351	0.415351	[0.415351]	SPEC(symb)	1.000000	O	B-NP		
19	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
20	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	B-ORG	I-NP		
21	1	1	[1]	TW(hoofd,vrij)	0.698220	O	I-NP		
22	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 1514	trolley	trolley	[trolley]	N(soort,ev,basis,zijd,stan)	0.957746	O	I-NP	3	mod
1	4	4	[4]	TW(hoofd,prenom,stan)	0.500000	O	B-NP		
2	trolley	trolley	[trolley]	N(soort,ev,basis,zijd,stan)	0.947368	O	I-NP		
3	trolley	trolley	[trolley]	N(soort,ev,basis,zijd,stan)	0.997608	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	trolley	trolley	[trolley]	N(soort,ev,basis,zijd,stan)	0.997608	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	I-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.957746	0.957746	[0.957746]	SPEC(deeleigen)	1.000000	O	B-NP		
20	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
21	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	O	I-NP		
22	3	3	[3]	TW(hoofd,vrij)	0.582751	O	I-NP		
23	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 1525	cover	cover	[cover]	N(soort,ev,basis,zijd,stan)	0.827471	O	I-NP	4	mod
1	5	5	[5]	TW(hoofd,prenom,stan)	0.500000	O	B-NP		
2	cover	cover	[cover]	SPEC(vreemd)	1.000000	O	I-NP		
3	cover	cover	[cover]	SPEC(vreemd)	1.000000	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	cover	cover	[cover]	SPEC(vreemd)	1.000000	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	B-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
10	,	,	[,]	LET()	1.000000	O	O		
11	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
14	,	,	[,]	LET()	1.000000	O	O		
15	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
18	)	)	[)]	LET()	1.000000	O	O		
19	0.827471	0.827471	[0.827471]	SPEC(symb)	1.000000	O	B-NP		
20	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
21	I-NP	I-NP	[I-NP]	SPEC(deeleigen)	1.000000	B-ORG	I-NP		
22	4	4	[4]	TW(hoofd,vrij)	0.582751	O	I-NP		
23	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 1536	.
.
[.]
LET()	1.000000	O	O	5	punct
1	6	6	[6]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	5	5	[5]	TW(hoofd,vrij)	0.582751	O	B-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 154text 1551	Epididymitis	epididymitis	[epididymitis]	N(soort,ev,basis,zijd,stan)	0.631924	O	B-NP	0	ROOT
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Epididymitis_epididymitis	Epididymitis_epididymitis	[Epididymitis]_[epididymitis]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	O_O	B-NP_I-NP		
3	[	[	[[]	LET()	1.000000	O	O		
4	epididymitis	epididymitis	[epididymitis]	N(soort,ev,basis,zijd,stan)	0.951291	O	B-NP		
5	]	]	[]]	LET()	1.000000	O	B-NP		
6	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	I-NP		
7	(	(	[(]	LET()	1.000000	O	O		
8	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
9	,	,	[,]	LET()	1.000000	O	O		
10	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
11	,	,	[,]	LET()	1.000000	O	O		
12	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
13	,	,	[,]	LET()	1.000000	O	O		
14	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
15	,	,	[,]	LET()	1.000000	O	O		
16	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
17	)	)	[)]	LET()	1.000000	O	O		
18	0.631924	0.631924	[0.631924]	SPEC(symb)	1.000000	O	B-NP		
19	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
20	B-NP	B-NP	[B-NP]	SPEC(deeleigen)	1.000000	B-MISC	I-NP		
21	0	0	[0]	TW(hoofd,vrij)	0.993492	O	B-NP		
22	ROOT	root	[root]	N(soort,ev,basis,zijd,stan)	0.494754	B-MISC	I-NP		

text 1562	door	door	[door]	VZ(init)	0.996154	O	B-PP	1	mod
1	2	2	[2]	TW(hoofd,vrij)	0.888889	O	B-NP		
2	door	door	[door]	VZ(init)	0.940789	O	B-PP		
3	door	door	[door]	VZ(init)	1.000000	O	B-PP		
4	[	[	[[]	LET()	1.000000	O	O		
5	door	door	[door]	VZ(init)	1.000000	O	B-PP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	VZ(init)	VZ(init)	[VZ(init)]	SPEC(deeleigen)	1.000000	B-PRO	B-NP		
8	0.996154	0.996154	[0.996154]	SPEC(symb)	1.000000	I-PRO	B-NP		
9	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	I-PRO	I-NP		
10	B-PP	B-PP	[B-PP]	SPEC(deeleigen)	1.000000	I-PRO	I-NP		
11	1	1	[1]	TW(hoofd,vrij)	0.698220	O	I-NP		
12	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 1573	Chlamydia	chlamydia	[ch][lamy][dium]	N(soort,ev,basis,zijd,stan)	0.994581	B-PER	B-NP	2	obj1
1	3	3	[3]	SPEC(symb)	1.000000	O	B-NP		
2	Chlamydia	chlamydia	[ch][lamy][dium]	N(soort,ev,basis,zijd,stan)	0.992385	O	B-NP		
3	chlamydia	chlamydia	[ch][lamy][dium]	N(soort,ev,basis,zijd,stan)	0.714286	O	I-NP		
4	[	[	[[]	LET()	1.000000	O	O		
5	ch	ch	[ch]	ADJ(vrij,basis,zonder)	0.448593	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	[	[	[[]	LET()	1.000000	O	O		
8	lamy	lamy	[lamy]	SPEC(vreemd)	1.000000	O	B-NP		
9	]	]	[]]	LET()	1.000000	O	O		
10	[	[	[[]	LET()	1.000000	O	O		
11	dium	dium	[dium]	N(soort,ev,basis,onz,stan)	0.682780	O	B-NP		
12	]	]	[]]	LET()	1.000000	O	B-NP		
13	N	n	[n]	N(soort,ev,basis,zijd,stan)	0.666667	B-MISC	I-NP		
14	(	(	[(]	LET()	1.000000	O	O		
15	soort	soort	[soort]	N(soort,ev,basis,genus,stan)	0.600000	O	B-NP		
16	,	,	[,]	LET()	1.000000	O	O		
17	ev	ev	[ev]	SPEC(deeleigen)	1.000000	O	B-NP		
18	,	,	[,]	LET()	1.000000	O	O		
19	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
20	,	,	[,]	LET()	1.000000	O	O		
21	zijd	zijd	[zijd]	BW()	0.500000	O	B-NP		
22	,	,	[,]	LET()	1.000000	O	O		
23	stan	stan	[stan]	SPEC(deeleigen)	1.000000	O	B-NP		
24	)	)	[)]	LET()	1.000000	O	O		
25	0.994581	0.994581	[0.994581]	TW(hoofd,prenom,stan)	0.790993	O	B-NP		
26	B-PER_B-NP	B-PER_B-NP	[B-PER]_[B-NP]	SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-MISC_I-MISC	I-NP_B-NP		
27	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
28	obj1	obj1	[obj1]	SPEC(symb)	1.000000	O	I-NP		

text 1584	.
.
[.]
LET()	1.000000	O	O	3	punct
1	4	4	[4]	TW(hoofd,vrij)	0.855556	O	B-NP		
2	.	.	[.]	LET()	1.000000	O	O		

1	.	.	[.]	LET()	1.000000	O	O		

1	[	[	[[]	LET()	1.000000	O	O		
2	.	.	[.]	LET()	1.000000	O	O		
3	]	]	[]]	LET()	1.000000	O	O		

1	LET	LET	[LET]	SPEC(deeleigen)	1.000000	O	B-NP		
2	(	(	[(]	LET()	1.000000	O	O		
3	)	)	[)]	LET()	1.000000	O	O		
4	1.000000	1.000000	[1.000000]	SPEC(symb)	1.000000	O	B-NP		
5	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
6	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
7	3	3	[3]	TW(hoofd,vrij)	0.582751	O	I-NP		
8	punct	punct	[punct]	N(soort,ev,basis,onz,stan)	0.467459	O	I-NP		

text 159text 1601	Atypical	atypical	[atypical]	ADJ(vrij,basis,zonder)	0.465217	O	B-ADJP	2	mod
1	1	1	[1]	TW(hoofd,vrij)	0.698220	O	B-NP		
2	Atypical	atypical	[atypical]	ADJ(vrij,basis,zonder)	0.415897	O	B-NP		
3	atypical	atypical	[a][typexal]	N(soort,ev,basis,zijd,stan)	0.620934	O	B-VP		
4	[	[	[[]	LET()	1.000000	O	O		
5	atypical	atypical	[atypical]	SPEC(vreemd)	1.000000	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	B-NP		
7	ADJ	ADJ	[ADJ]	SPEC(deeleigen)	1.000000	B-MISC	B-NP		
8	(	(	[(]	LET()	1.000000	O	O		
9	vrij	vrij	[vrij]	ADJ(vrij,basis,zonder)	0.789873	O	B-ADJP		
10	,	,	[,]	LET()	1.000000	O	O		
11	basis	basis	[basis]	N(soort,ev,basis,zijd,stan)	0.999633	O	B-NP		
12	,	,	[,]	LET()	1.000000	O	O		
13	zonder	zonder	[zonder]	VZ(init)	0.750000	O	B-PP		
14	)	)	[)]	LET()	1.000000	O	O		
15	0.465217	0.465217	[0.465217]	SPEC(symb)	1.000000	O	B-NP		
16	O	o	[o]	N(soort,ev,basis,zijd,stan)	0.429268	O	I-NP		
17	B-ADJP	B-ADJP	[B-ADJP]	SPEC(deeleigen)	1.000000	B-MISC	I-NP		
18	2	2	[2]	TW(hoofd,vrij)	0.582751	O	I-NP		
19	mod	mod	[mod]	ADJ(vrij,basis,zonder)	0.455688	O	I-NP		

text 1612	epidermoid	epidermoiden	[epidermoi][d]	WW(vd,vrij,zonder)	0.355046	O	I-ADJP	3	mod
1	2	2	[2]	TW(hoofd,vrij)	0.582751	O	B-NP		
2	epidermoid	epidermoid	[epidermoid]	N(soort,ev,basis,zijd,stan)	0.661457	O	I-NP		
3	epidermoiden	epidermoien	[epidermoiden]	WW(pv,verl,mv)	0.670317	O	B-VP		
4	[	[	[[]	LET()	1.000000	O	O		
5	epidermoi	epidermoi	[epidermoi]	N(soort,ev,basis,zijd,stan)	0.536122	O	B-NP		
6	]	]	[]]	LET()	1.000000	O	O		
7	[	[	[[]	LET()	1.000000	O	O		
8	d	d	[d]	SPEC(symb)	1.000000	O	O		
9	]	]	[]]	LET()	1.000000	O	O		
10	WW	WW	[WW]	SPEC(deeleigen)	1.000000	B-MISC	B-NP		
11	(	(	[(]	LET()	1.000000	O	O		
